text,sentiment,score
HER ACTING WAS PRETTY BAD,Negative,-2.0
AND HIS ACTING WASNT REALLY GOOD IN THAT MOVIE,Negative,-1.6
BUT THE REAL STAR THAT FELL OUT OF THIS MOVIE WAS WILLIAM FICHTNER CHARACTER OR WILLIAM FICHTNER,Positive,1.4
AND WHATEVER SO NO IM NOT SAYING THIS MOVIE IS BAD COZ ITS ITS NOT,Negative,-0.8
BUT IT MADE IT HYSTERICAL AND IT WAS JUST FUNNY WITH ALL OF THESE LITTLE ONE LINERS THAT HE HAD,Positive,2.2
IT WAS IT WAS GOOD,Positive,1.8
LIKE I SAID BEFORE IT HAD TACKY ONE LINERS THAT WERE JUST HYSTERICAL,Positive,1.6
THE WHOLE TIME I SAW HER ALL I THOUGHT WAS HELEN HUNT AND RENEE ZELLWEGGER,Negative,-0.4
ANOTHER THING WAS THE FACT THAT THERE WAS NOT ONE HEALTHY RELATIONSHIP OR POSITIVE GOOD RELATIONSHIP IN THIS WHOLE MOVIE,Negative,-2.0
BUT THATS KIND OF DEPRESSING,Negative,-1.4
I DONT REALLY KNOW I DONT ITS SO WEIRD,Negative,-0.75
AND THERE WERE TIMES THAT I THOUGHT IT WAS FUNNY,Positive,0.6
I THERE WERE TIMES IN THE MOVIE WHERE I FELT REALLY BORED,Negative,-1.8
I JUST DONT THINK IT WAS VERY GOOD,Negative,-2.2
AND THERE WERE TIMES THAT I WAS JUST SITTING THERE AFTER THEY SAID THEIR JOKES AND I WAS LIKE THATS NOT NOBODYS LAUGHING THATS NOT FUNNY,Negative,-2.2
SO I THINK THAT NO STRINGS ATTACHED WAS BETTER THAN FRIENDS WITH BENEFITS,Positive,0.8
AND THIS IS THE THING FRIENDS WITH BENEFITS AND NO STRINGS ATTACHED THEY ARE THE SAME MOVIE DIFFERENT WAYS OF GETTING TO THE SAME POINT BUT ITS THE SAME POINT,Negative,-0.6
I THOUGHT IT WAS VERY FUNNY,Positive,2.0
I WAS NOT BORED DURING NO STRINGS ATTACHED,Positive,0.6
BUTSIGH IT HAD A LOT OF REALLY BAD MOMENTS,Negative,-1.4
UM AND UH FRIENDS WITH BENEFITS HAD ITS MOMENTS,Neutral,0.0
HE IS BRILLIANT THERE IS NOT A MOVIE THAT I SEE HIM IN THAT I DONT END UP CRYING BECAUSE HE IS SO FANTASTIC AND HE JUST BREAKS YOUR HEART WHENEVER HE DOES YOU KNOW A ROLE THAT USUALLY HIS ROLES DO BREAK YOUR HEART AT SOME POINT SO DEFINITELY DID IN THIS MOVIE,Positive,2.8
AND HE IS ONE OF MY FAVORITE ACTORS EVER,Positive,2.0
THE LADY WHO PLAYS JUSTIN TIMBERLAKES SISTER UM I THOUGHT SHE WAS VERY GOOD IN THIS MOVIE,Positive,2.2
I LIKE TEARED UP IN FRIENDS WITH BENEFITS BECAUSE OF HIM,Positive,1.4
AND SHE LOOKS LIKE RENEE ZELLWEGGER AND HELEN HUNT FROM A TWISTER MOVIE,Negative,-0.2
AND I THOUGHT SHE WAS JUST LIKE REALLY NATURAL AND FUNNY,Positive,2.0
IT WAS WEIRD,Negative,-1.0
AND SHE TALKS LIKE HER TOO,Positive,0.2
LIP SMAKCING A LOT OF THIS MOVIE BRINGS A CUTE LAUGH HERE AND THERE,Positive,1.0
EVEN THOUGH THE WHOLE MOVIE IS BASED ON WHETHER SHE GETS TO DUBLIN IN TIME YOURE NEVER REALLY WORRIED ABOUT IT BECAUSE YOU KNOW SHE GETS THERE,Negative,-0.4
AND SEEM TO BE REALLY ENJOYING THEMSELVES THE WHOLE WAY THROUGH,Positive,1.8
AND BOTH THE ACTORS AMY ADAMS AND MATTHEW GOODE WORK WELL WITH EACH OTHER,Positive,1.4
ALL IN ALL IF YOURE LOOKING FOR A CUTE ROMANTIC COMEDY WITH A BEAUTIFUL SETTING THEN THIS WILL PROBABLY BE A GOOD MOVIE FOR YOU,Positive,2.0
EVEN WHEN THEYRE FIGHTING IN THE MOVIE THOUGH IT JUST SEEMS LIKE ITS THEIR BANTER NOT ACTUAL DISLIKE,Negative,-0.8
WHICH WOULD HAVE BEEN A BETTER NAME FOR THE MOVIE,Negative,-0.2
THE COUNTRYSIDE WHICH THEY SHOWED WHILE GOING ACROSS IRELAND WAS ASTOUNDINGLY BLE BEAUTIFUL,Positive,2.0
AND I REALLY ENJOYED IT,Positive,2.2
ALTHOUGH I ENJOYED THE MOVIE,Positive,1.2
AND IN THE SCENE WITH THE DESTROYED CASTLE IT REALLY REMINDED ME WHY I WANT TO GO THERE SO BADLY,Positive,1.4
ITS A FUN CHICK FLICK,Positive,1.6
IF I THINK ABOUT IT HONESTLY THE PLOT WASNT THAT GREAT,Negative,-1.2
LIP SMACKING ALL THE PROBLEMS THAT COME TO STOP THEM FROM GETTING TO THEIR DESTINATION ARE ALTHOUGH PLAUSIBLE A LITTLE WEAK,Negative,-0.8
BUT OTHER THAN THAT IT DOESNT REALLY HOLD UP UNDER INSPECTION,Negative,-1.6
SO ZACH SNYDER HERE IS MAKING A MOVIE THATS OSTENSIBLY ABOUT FEMALE EMPOW EMPOWERMENT BUT ITS A MOVIE ABOUT FEMALE EMPOWERMENT WHICH INCLUDES A LOT OF CLEARING THROAT SLAPPING THAT INCLUDES A LOT OF WOMEN IN BUSTIERS THAT INCLUDES A LOT OF VIOLENCE DONE AGAINST WOMEN AND ULTIMATELY IN WHICH MOST OF THE WOMEN END UP COMPLETELY DISEMPOWERED,Negative,-2.6
IT WOULD BE COMPLETELY INAPPROPRIATE IN FACT IT WOULD BE RACIST,Negative,-2.2
I COULD KINDA SEE THAT IN A SORT OF CHRIS ROCK DAVE CHAPELLE WAY,Positive,1.0
CLAPPING LAUGHING SO OKAY IF ZACH SNYDER WERE A WOMAN I WOULD SAY OKAY SHES MAKING A COMMENT ABOUT THE WAY WOMEN CANT BE EMPOWERED IN MALE DOMINATED SOCIETIES IN THE WAY MEN UM DISTRACT AND AND HURT AND DAMAGE WOMEN AND PREVENT THEM FROM ASSERTING WHO THEY REALLY ARE,Negative,-0.4
SO IF I GIVE ZACH SNYDER THE BENEFIT OF THE DOUBT THIS IS A MOVIE THAT LOOKS GREAT HAS SOME BAD ACTING,Positive,0.4
BUT ZACH SNYDER IS A GUY AND BECAUSE OF THAT THIS STUFF KINDA ENDS UP LOOKING LIKE THE SH HE MAN WOMAN HATERS CLUB,Negative,-1.6
IF I DONT GIVE ZACH SNYDER THE BENEFIT OF THE DOUBT,Negative,-0.6
AND HAS WAY TOO MUCH VIOLENCE AGAINST WOMEN,Negative,-1.8
POOP,Negative,-2.5
GUARDIANS OF OWL LAND WHATEVER THAT CAME OUT AND I NEVER SAW IT,Neutral,0.0
MUSIC IN BACKGROUND LAUGHING CURRENTLY IN THEATRES STARRING NO ONE YOUVE EVER HEARD OF,Negative,-0.6
UM HERES WHY YES STUTTERING T THERES PROBLEMS WITH THIS AND I WANNA TALK ABOUT THEM BUT YOU KNOW IT LOOKS BEAUTIFUL,Positive,0.4
AND THIS SUCKERS GETTING THIS SUCKER IS GETTING PANNED LIKE LAST AIRBENDER GARBAGE PANNED AND I WANNA SAY THIS I DID NOT THINK IT WAS LIKE LAST AIRBENDER GARBAGE,Negative,-2.6
IT ACTUALLY HAS SOME SOME THEM THEMATICALLY IT HAS SOME COOL THEMES ABOUT HEROISM AND ABOUT LIKE TAKING OWNERSHIP OF YOURSELF AND THINGS LIKE THAT WHICH I RESONATED WITH AND I WHI AND WHICH I APPRECIATED,Positive,1.8
THERE ARE SOME REALLY COOL UH MOMENTS IN THIS,Positive,2.0
UM IF LIKE ME OR LAUGHING SOME OTHER WHITE PERSON OR HISPANIC PERSON OR WHATEVER DID THE SAME JOKES IT WOULD NOT BE FUNNY,Negative,-2.0
BUT HERES THE ESSENTIAL PROBLEM WITH THIS MOVIE THE ESSENTAIL PROBLEM OF THIS MOVIE WELL MAYBE THIS WOULD BE THE BEST WAY TO PUT IT UM THERE WAS A UH A COMEDIAN NAMED DAVE CHAPELLE UM AND DAVE CHAPELLE UM AND ANOTHER COMEDIAN CHRIS ROCK ARE UM AFRICAN AMERICAN AND IN THEIR COMEDY THEY SOMETIMES TAKE ON AFRICAN AMERICAN CULTURE WHAT THEY PERCEIVE TO BE AFRICAN AMERICAN CULTURE AND SO THEY WILL ESSENTIALLY MAKE FUN OF BLACK PEOPLE AND THE THING WITH DAVE CHAPELLE AND WITH CHRIS ROCK IS BECAUSE THEYRE BLACK THEY CAN KINDA DO THAT AND THERES SOMETHING ABOUT THAT THATS ACCEPTABLE,Negative,-1.6
AND IT WASNT WORTH IT IN MY OPINION TO GO SEE IT,Negative,-2.4
SO THAT JUST PISSED ME OFF MORE,Negative,-2.4
AND I LOVED IT AND THIS ONE JUST WAS A FLAT OF DISAPPOINTMENTS,Negative,-2.2
BUT REALLY I COULDVE SHOULDVE JUST WALKED UP AND LEFT AT THAT MOMENT,Negative,-2.4
SO IM GONNA RATE THIS ONE TWO STARS,Negative,-1.8
BECAUSE THE MOVIE DID HAVE SOME POINTS WHEN I WAS LAUGHING,Positive,0.4
BUT VERY FEW,Negative,-0.8
UM IT WAS A WASTE OF MY TIME,Negative,-2.8
AND I DONT SUGGEST ANYONE GO SEE IT,Negative,-2.2
IF YOURE HOPING TO IF YOU HAVE TO HAVE IF YOU HAVE KIDS AND YOURE FORCED TO GO WHICH YOU PROBABLY WILL IF YOU HAVE KIDS YOU KNOW PUT UP WITH IT AS A PARENT,Negative,-1.6
BUT ON YOUR OWN DONT GO SEE IT,Negative,-1.8
IT COULDVE BEEN SO MUCH BETTER I I COULDVE I SAW IT BEING SO MUCH BETTER IN MY HEAD BUT IT JUST WASNT,Negative,-2.0
IT DISAPPOINTED ME HIGHLY,Negative,-2.2
AND I WAS JUST SORT OF DISCOURAGED AFTER SEEING THE MOVIE,Negative,-2.6
AND IM DEFINATELLY WISH I HAD MY MONEY BACK,Negative,-3.0
IT COULDVE BEEN SO MUCH BETTER,Negative,-1.8
THAN THE SECOND SEQUEL WAS REALLY GREAT,Positive,2.2
IT WAS BORING,Negative,-2.0
AND NOT AT ALL ORIGINAL IN MY OPINION,Negative,-2.2
ITS NOT REALLY THAT GREAT,Negative,-2.0
EVERYONE IS SPLIT ON THIS ONE JUST AS THEY WERE ON SPIDERMAN,Negative,-0.4
AND THE CHARACTERS JUST WERENT THE SAME AS THE FIRST TWO THAT I FELL IN LOVE WITH THEM,Negative,-1.2
IT JUST KIND OF MADE ME WANNA REALLY WALK OUT OF THE THEATER,Negative,-2.6
AND THIS IS THE ONE THAT I CAN SAY WAS DEFINATELLY DISAPPOINTED,Negative,-2.2
AND I WAS REALLY HOPING THAT THIS ONE BE JUST AS GOOD,Negative,-0.8
I LOVE THE FIRST SHREK AND THE SECOND SHREK,Positive,2.0
I WAS REALLY DISAPPOINTED WITH THAT,Negative,-2.2
AND IT JUST THAT IT HADNT ANYTHING NEW TO OFFER,Negative,-2.2
AND IT OFFERED NOTHING OF THE SUCH,Negative,-2.0
I MEAN I WENT IN THERE HOPING TO SEE SOMETHING ORIGINAL AND FUNNY LIKE THE FIRST TWO,Negative,-1.8
THERE WAS A FEW JOKES OK YEAH MAKE YOU GIGGLE OR SOMETHING,Positive,0.6
IT WASNT REMOTLY FUNNY,Negative,-0.4
BUT IM GONNA GIVE IT A TWO TO BE FAIR,Negative,-1.2
BUT I STILL FIND IT POINTLESS IN THE END OF THE MOVIE,Negative,-2.0
I MEAN ITS PLEASENT TO THE STORY,Negative,-0.2
NOTHING REALLY THAT FUNNY,Negative,-1.0
BUT THATS NOTHING MAJOR,Negative,-0.25
THE CHARACTERS ARE ALL THE SAME,Negative,-1.6
OR ANYTHING ORIGINAL,Negative,-1.6
AND I LOVED PUSS IN BOOTS,Positive,2.0
AND NOT EVEN AS GOOD AS THE FIRST TWO MOVIES,Negative,-1.2
THE DONKEY AND PUSS IN BOOTS RIVALRY THATS GOING ON IT JUST IT WASNT AS FUNNY THE THIRD TIME AROUND,Negative,-1.8
AND HE WASNT EVEN THAT GREAT THIS TIME AROUND,Negative,-2.0
PLAIN AND SIMPLY IT WAS DULL FOR ME,Negative,-2.0
AND THERE WAS NOTHING NEW TO OFFER,Negative,-2.0
I HAVE TO AGREE ON THE NEGATIVE SIDE IT WAS NOT GREAT,Negative,-1.4
AND JUST THEY ARE WITH ALL THE OTHER SEQUELS THAT ARE COMING OUT AN THIS ONE,Neutral,0.0
SO THE ADDITION OF THIS CHARACTER WAS PRETTY POINTLESS,Negative,-1.8
AND NONE OF THEM WERE REALLY THAT GREAT I MEAN STANDS OUT IN YOUR MIND,Negative,-1.4
BUT THEY DIDNT EVEN GIVE HIM THAT MUCH TO DO THE HE HAD ONLY FEW MINOR LINES,Negative,-1.8
AND THERES A NE AN INTRODUCTION OF A NEW CHARACTER JUSTINE TIMBERLAKES CHARACTER ALREADY IN THE FILM,Negative,-0.2
I MEAN THERES A FEW MOMENTS YEAH THAT ARE ORIGINAL AND FUNNY,Positive,0.4
SO I DEFINATELLY SUGGEST,Positive,0.2
IT WASNT EVEN REMOTELY GOOD,Negative,-2.8
IT SHOULDVE REALLY BE ONE,Negative,-1.0
WELL HE PLAYS THAT WELL SO HES A GOOD VILLAIN,Positive,1.4
ITS PRETTY PRETTY SCARY LOOKING,Negative,-0.8
HE ALSO HAS SOME REALLY COOL GUNS SO THAT ITS LIKE A DESERT EAGLE BUT IT HAS TO BARRELS TO IT,Positive,2.2
AND I WHO WOULD I MEAN,Positive,0.5
I WOULDNT WANT THAT POINTED AT ME,Negative,-0.8
THE ACTION THEY DO HAVE IS REALLY WELL DONE,Positive,1.8
UM LIKE I SAID I THOUGHT THE MOVIE WAS GREAT,Positive,2.2
THEY DID A GOOD JOB WITH THE FIGHT SCENES,Positive,2.0
UM THEY DID A GOOD JOB WITH CAR,Positive,1.6
UM BUT THIS MOVIE IT HAD EVERYTHING HUMOR ROMANCE ACTION,Positive,2.6
OF COURSE UM IT WAS JUST IT WAS FUN IT WAS A FUN ENTERTAINING MOVIE,Positive,1.8
UH IT WAS GOOD FOR THE ENTIRE FAMILY,Positive,2.0
UM DEFINITELY RECOMMEND CHECKING SEEING THIS UH CHECKING THIS MOVIE OUT,Positive,1.4
IM NOT EVEN SURE WHAT THEY WERE,Negative,-1.0
IT WAS JUST SO COOL,Positive,2.6
LIKE A COVERED WAGON HORSE KINDA COWBOY CHASE SEQUENCE,Negative,-0.2
OH IT WAS SO COOL,Positive,2.2
UH I RATED IT FOUR OUT OF FIVE STARS,Positive,1.8
UM THE ONE THING I DIDNT LIKE ABOUT THIS MOVIE WAS THEY BROUGHT THE MAIN CHARA UH THE BAD CHARACTER I SHOULD SAY IN KINDA LATE,Negative,-1.5
NOW RANGO WAS JUST FANTASTIC,Positive,2.8
UH IT WAS SO MUCH BETTER THAN I THOUGHT IT WAS GOING TO BE,Positive,2.4
SURPRISED ME,Negative,-0.25
IT HAD ALL THIS STEREOTYPICAL TRAITS OF A WESTERN TOWN,Negative,-0.8
AND THIS TOWN WAS LIKE FROM A GOOD OLD WESTERN,Positive,0.6
IT WAS A GREAT MOVIE,Positive,2.0
I DUNNO BUT IT WAS IT WAS COOL,Positive,1.6
THE ALL THE ANIMALS WERE JUST SO FUNNY,Positive,2.0
AND NOW WHAT I LOVED ABOUT THIS MOVIE WAS LIKE THE SUPPORTING CHARACTERS IN THIS MOVIE,Positive,2.2
THEYRE LIKE THE DUMB KINDA COWBOYS THAT DONT KNOW WHAT THEYRE DOING ALWAYS ASKING DUMB QUESTIONS STAYING SAYING STUPID SHIT,Negative,-2.2
UM THEY ALL PLAYED OFF EACH OTHER,Positive,0.8
AND THE STUFF HE SAID WAS JUST IT WAS JUST SO FUNNY,Positive,2.2
AND IT WAS JUST OH IT WAS HYSTERICAL,Positive,2.4
ALL THE CINEMATOGRAPHY IN THIS MOVIE WAS GREAT,Positive,2.4
AND HE DID A WONDERFUL JOB,Positive,2.2
UM LIKE THIS MOVIE HAD GREAT ACTION SEQUENCES,Positive,1.0
LIKE ALL THE SUNSETS AND ALL THE LANDSCAPES OF THE FILMS THEY JUST LOOKED SO REALISTIC IN EVERY ALMOST EVERY SCENE,Positive,2.4
OR NAH I WOULDNT SAY POSSUMS BUT PRAIRIE DOGS,Negative,-0.75
THIS AW THIS ONE REALLY COOL ACTION SEQUENCES WHERE LIKE THIS RONNY UH JOHNNY DEPPS POSSE THEY WERE GETTING CHASED BY ALL THESE LIKE POSSUMS,Positive,2.2
UM EVERYTHING ELSE HELD UP ITS OWN,Positive,0.6
BUT THAT DIDNT REALLY MATTER,Negative,-0.4
UM DEFINITELY CHECK OUT THIS MOVIE RANGO UH IN A THEATRE NEAR YOU,Positive,2.0
I DEFINITELY WILL BUY IT,Neutral,0.0
BUT UH IT WAS WORTH THE FREE MOVIE PASSES THAT I USED ON IT,Positive,1.6
AND THANKS FOR LISTENING TO ME RAMBLE,Positive,0.4
UH I REALLY ENJOYED DOING THEM FOR THE PHILLY D MOVIE CLUB SO I THOUGHT OH WHY NOT,Positive,1.8
UM I I LIKED A LOT OF THE MOVIE,Positive,1.2
UH RANGO IS A REALLY CUTE MOVIE,Positive,2.2
UM I PRETTY MUCH WILL GO SEE ANY MOVIE THAT KIND OF HAS AN INTERESTING PLOT IF HES IN IT,Positive,0.6
I WILL ADMIT IM A BIG JOHNNY DEPP FAN,Positive,1.8
I MEAN CORPSE BRIDE HES REALLY GOOD IN CORPSE BRIDE,Positive,1.6
UM ITS NOT HIS BEST,Negative,-1.4
WELL ITS A JOHNNY DEPP MOVIE SO ITS ENTERTAINING,Positive,1.4
AND RANGO KIND OF FALLS INTO THAT,Neutral,0.0
OR SOMETHING I WOULD RECOMMEND,Negative,-0.6
BUT ITS NOT SOMETHING THAT I WOULD GO BUY,Negative,-0.4
OH IT HAS SOME REALLY GOOD REFERENCES OF PAST JOHNNY DEPP FILMS IN IT LIKE WHILE THE CHAMELEONS GETTING BOUNCED ALONG THE HIGHWAY YOU RUN INTO HENRY S THOMPSON,Positive,2.0
UNLESS YOU HAVE LITTLE KIDS TO BRING WITH YOU,Positive,0.2
I MEAN JOHNNY DEPPS A WONDERFUL VOICE ACTOR SO UM HE HES I DO HES AN INCREDIBLE VOICE ACTOR,Positive,1.8
UH HES SUPER ENTERTAINING AS THE CHAMELEON,Positive,2.2
AND BE THIS REALLY QUIRKY LITTLE CHAMELEON,Positive,0.4
LIKE THATS REALLY THE BEST PART OF THE MOVIE IS LISTENING TO HIM UH PULL OFF ALL THESE DIFFERENT VOICES,Positive,1.8
BUT IF YOU DONT REALLY HAVE ANY SMALL FRIENDS UH THAT SOUNDED REALLY PERVERTED SMALL CHILDREN THAT YOU ARE RELATED TO UM TO TAKE TO THE MOVIES UH I WOULDNT GO SEE IT BY MYSELF,Negative,-1.4
UM I I WOULD YEAH I WOULD RECOMMEND IT IF YOU HAVE LITTLE KIDS,Positive,1.0
OKAY AND NOW ITS LATE,Positive,0.4
CHUCKLE BE FOREWARNED LOW EXPECTATIONS,Negative,-1.2
NOT GREAT,Positive,0.8
UM ITS JUST NOT THERE,Negative,-2.0
SIGH I REALLY THINK WHAT THIS WAS MISSING WAS THAT HUMOR AND THAT WIT THAT THAN THE OTHER SHREK MOVIES,Negative,-1.6
BUT ITS REALLY NOT WONDERFUL,Negative,-2.2
ITS OKAY,Positive,0.2
THERE ARENT A LOT OF KIDS MOVIES OUT RIGHT NOW SO,Neutral,0.0
NOTHING TO RUSH OUT AND SEE,Negative,-0.4
BUT LACK YOU KNOW VERY LACKLUSTER,Negative,-2.2
AND I GUESS NORMALLY SHREK IS FOR ADULTS,Neutral,0.0
SAVE YOUR MONEY WAIT TIL IT COMES OUT ON RENTAL,Negative,-2.0
THERE WERE A FEW FUNNY LINES,Positive,0.6
FOR ME IT WAS A WASTE OF TIME,Negative,-2.6
THE MOVIE THEATRE GAVE ME CREDIT TO A FUTURE MOVIE SO THAT I APPRECIATE IT,Positive,1.25
BUT AFTER AN HOUR I JUST SAID ENOUGH I HAD TO WALK OUT,Negative,-2.4
UH IF YOU DIDNT LIKE THAT TYPE OF MOVIE THEN I REALLY DONT THINK YOURE GONNA LIKE THIS AT ALL,Negative,-1.6
UH IF YOU LIKE THE KIND OF MOVIE THAT BEN STILLER DID A NIGHT AT THE MUSEUM THEN YOU PROBABLY WOULD LIKE SOMETHING UH LIKE THIS,Positive,1.4
BUT UH THERES DEFINITELY FAR BETTER MOVIES THAT YOU CAN UH GO SEE THAN UM TONGUE CLICKING THAN ZOOKEEPER,Negative,-1.6
AND YOURE BETTER OFF SAVING YOUR MONEY UH AND MAYBE RENTING IT WHEN IT COMES OUT ON UH VIDEO SO,Negative,-1.6
THE PICTURE QUALITY WAS REALLY GREAT,Positive,2.0
I WILL EVEN PICK UP THIS MOVIE ON BLURAY,Positive,1.8
I WILL EVEN PICK UP THIS MOVIE ON BLURAY UM ANYWAYS UM THE MOVIE FOR ME IS THREE STARTS OUT OF FIVE STARS THREE SOLID STARS,Positive,2.2
CAUSE I HAD A GOOD TIME,Positive,1.33333333333
UM THE ENDING IS OPEN FOR A SEQUEL,Positive,0.25
AND UH I AM LOOKING FORWARD TO SEE A SEQUEL OF THIS MOVIE,Positive,2.0
BECAUSE I REALLY DIG THIS MOVIE,Positive,0.75
I REALLY DIG THIS MOVIE,Positive,0.8
AND UH THIS MOVIE I WAS NOT LOOKING FORWARD TO SEE THIS MOVIE,Negative,-1.2
BUT IT WAS REALLY GOOD,Positive,2.2
NINE NINETY SCREENING PLUS I AM NUMBER FOUR YOU CANT GO WRONG WITH THAT,Positive,2.25
BUT I WENT AND I DIG THIS MOVIE,Positive,1.0
I WAS NOT LOOKING FORWARD TO SEE THIS MOVIE,Negative,-1.4
PLUS I HAD A GOOD TIME,Positive,1.4
I WAS HAPPY TO SEE IT,Positive,1.8
THE SOUNDTRACK IS GOOD ITS REALLY GOOD SOME REALLY GREAT SONGS,Positive,2.4
IM WANTING TO TALK ABOUT THE GOOD THINGS ABOUT THIS MOVIE,Positive,0.4
UM ANYWAYS THE MUSIC IS GOOD,Positive,1.4
AND THE BEST THING ABOUT THAT IS THAT ALL TWO SONGS UM WELL NOT ALL OF THEM BUT SOME OF THE SONGS ARE NOT WELL WELL CONNECTED WITH THE SCENES,Negative,-1.4
I REALLY DIG THE SPECIAL EFFECTS OF THIS MOVIE,Positive,2.6
ITS STUTTERING THAT IS A GOOD THING,Positive,1.25
AMAZING SPECIAL EFFECTS,Positive,2.2
LIKE IN THE MIDDLE OF THE MOVIE IT STARTS WITH REALLY GREAT ACTION SEQUENCES,Positive,1.8
ITS IT WAS MY FAVORITE PART OF THE MOVIE,Positive,0.8
AND THE ENDING WAS REALLY REALLY GREAT TOO,Positive,2.6
I MEAN THE BLOOD IS LIKE TWILIGHT WITH SOME SCIFI WITH SOME ACTION AND WITH LIKABLE CHARACTERS AND THAT THAT IS IMPORTANT GUYS,Positive,1.6
THE MAIN PROBLEM OF THIS MOVIE IS THAT THIS MOVIE IS SO CHEESY,Negative,-2.0
NOT LIKE THE CHARACTERS OF OF TWILIGHT,Neutral,0.0
THE CHARACTERS OF I AM NUMBER FOUR ARE LIKABLE,Positive,2.0
THE LIKABLE CHARACTERS MAKE THIS MOVIE A REALLY GOOD MOVIE,Positive,1.4
THE ACTING IS ITS NORMAL ITS NOT BAD ITS NOT BAD AT ALL,Positive,0.4
SO YEAH IF YOU WANT TO HAVE FUN THIS WEEKEND GO WATCH IT WATCH THIS MOVIE,Positive,2.4
CAUSE ITS WORTH IT,Positive,0.8
IM WILLING TO GO WITH FRIENDS ALONE WITH FAMILY TO WATCH ON A RAINY DAY AND IF YOU CAN WATCH IT AT HALF PRICE AT A MIDNIGHT SHOW SCREENING,Positive,0.4
BUT THEY TOOK A NEW SPIN ON IT,Positive,1.4
AND I JUST LOVED IT,Positive,2.6
AND I FEEL LIKE EVEN THOUGH THE FIGHTING SEQUENCES WERE A LITTLE BIT LONG IN SOME PLACES T,Negative,-0.6
SO I MEANT IF I WAS WEARING 3D GLASSES AND WAS SEEING THIS IN 3D I WOULDVE ENJOYED IT A LOT MORE,Negative,-0.4
AND JUST DIFFERENT,Positive,0.2
IT ENGAGES THE AUDIENCE MORE,Positive,1.8
AND I JUST REALLY ENJOYED IT,Positive,2.0
THE GREEN HORNET DID SOMETHING SIMILAR,Neutral,0.0
AND I WOULD WANT THE SEQUENCES TO BE EVEN LONGER RATHER THAN SHORTER,Positive,0.2
BUT I CAN SAFELY ASSURE YOU THAT EVEN IF THEY DIDNT IT WOULD STILL BE A HIT,Positive,2.4
I DONT KNOW IF FANS OF THE COMIC WOULD BE AS INCLINED TO SAY THE SAME BECAUSE I DONT KNOW HOW MUCH IT DIFFERS FROM THE COMIC OR RADIO PROGRAM THAT PEOPLE LIKE SO MUCH,Negative,-0.2
AND I LOVED IT,Positive,3.0
AND I WOULD TELL YOU RIGHT NOW IT WAS HILARIOUS,Positive,3.0
BUT JUST GOING INTO THIS A AS AN OBSERVER AND SOMEONE WHO HAS NO IDEA IT WAS A FANTASTIC FILM IT WAS SO MUCH FUN,Positive,3.0
AND MOST OF YOU KNOW HES A PRETTY FUNNY GUY,Positive,1.8
IT WAS REALLY REALLY FUNNY,Positive,2.8
SO THAT DOESNT SURPRISE ME,Positive,0.6
AND HE FUNNIED UP THIS MOVIE BIG TIME TOTALLY,Positive,2.6
I FEEL LIKE IF THEY WOUDLNT HAVE INSERTED THE HUMOR INTO THIS MOVIE IT WOULDVE BEEN JUST TOO SERIOUS AND KIND OF BORING IN A SENSE,Positive,0.4
AND THE HUMOR IT WAS KIND OF NECESSARY,Positive,1.0
AND THE ACTION SEQUENCES IN THIS MOVIE ARE TENSED,Positive,2.6
BUT THE HUMOR REALLY JUST NAILED IT,Positive,2.6
WHEN THEY JUST COME UP WITH THESE TOTALLY COMPLETELY NEW STYLIZED WAYS OF DEVELOPING ACTION SEQUENCES,Positive,1.6
I LOVE WHEN PEOPLE DO THIS,Positive,2.2
BUT WHEN THEY FIGURE OUT A NEW WAY TO INTERPRET THIS,Negative,-0.25
COZ SURE ITS FUN TO SEE A SUPER HERO GO ROUND AND KICK BAD GUY BUTT YOU KNOW PUNCH KICK WHATEVER BAM,Positive,0.8
THAT MAKES IT MORE VISUALLY TRULY APPEALING,Positive,1.4
AND ADD SOMETHING LIKE AN EXTRA SPARK IN THERE,Positive,0.8
THE ACTING COULD BE BETTER AND IS VERY MEDIO,Negative,-1.2
THERE IS SOME SORT OF GREATNESS TO SUCKER PUNCH THOUGH,Positive,1.6
FIRST THE VISUAL EFFECTS HERE ARE STELLAR,Positive,2.6
THEY ARE UNIQUE,Positive,2.8
BUT THEY YOU KNOW THEY THEY BRING NOTHING TO THIS TABLE,Negative,-2.4
AND WHICH HURTS THE FILM DRASTICALLY,Negative,-2.2
BECAUSE THEY ARE INTERESTING CHARACTERS,Positive,2.0
AND COULD HAVE INTERESTING BACK STORIES,Positive,0.8
INCREDIBLE ICANDY,Positive,1.0
AND JUST OVERALL SUPERB,Positive,2.6
BROWNING IS MEDIOCRE ROLE,Negative,-2.2
SHE ISNT TERRIBLE,Negative,-0.6
THERES NEVER A FEELING OF STAR QUALITY WITH HER,Negative,-1.2
LIKE THE AVERAGE HORROR FILM THE UNINVITED,Neutral,0.0
BUT QUITE FRANKLY SHE IS IMPLAUSIBLE,Negative,-1.6
AND I DONT KNOW WHY PEOPLE ARE HATING ON THE FILM BECAUSE I REALLY DO LOVE IT,Positive,2.2
AND VISUALLY STUNNING,Positive,2.8
AND IS UPSTAGED BY MANY OTHER PERFORMANCES IN THE FILM,Negative,-0.2
OVERALL BROWNING IS JUST FAILS TO DELIVER,Negative,-2.4
